Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Sub-Saharan Africa,India,Fruits,Online,L,06/25/2020,152800380,07/01/2020,11166,62.71,40.91,700219.86,456801.06,243418.8
North America,Brazil,Beverages,Online,L,03/28/2021,147639064,04/18/2021,1530,425.49,299.06,650999.7,457561.8,193437.9
Europe,Germany,Fruits,Offline,L,11/07/2010,701905801,11/12/2010,6151,394.62,282.84,2427307.62,1739748.84,687558.78
North America,USA,Cereal,Online,M,08/06/2021,670598835,09/01/2021,10104,244.55,216.57,2470933.2,2188223.28,282709.92
Australia and Oceania,Mexico,Cosmetics,Online,M,07/04/2012,340686077,07/13/2012,11558,388.34,286.17,4488433.72,3307552.86,1180880.86
Europe,Australia,Snacks,Online,L,01/05/2017,607279614,01/08/2017,6868,229.78,146.53,1578129.04,1006368.04,571761
Australia and Oceania,Japan,Meat,Online,H,12/09/2012,714725414,12/21/2012,3771,116.55,101.38,439510.05,382303.98,57206.07
Middle East and North Africa,USA,Clothes,Online,L,08/22/2016,435795561,09/02/2016,9351,79.38,68.15,742282.38,637270.65,105011.73
Sub-Saharan Africa,India,Fruits,Online,M,05/14/2016,889066892,05/30/2016,3686,362.87,237.24,1337538.82,874466.64,463072.18
North America,France,Clothes,Offline,H,03/30/2018,950989491,04/11/2018,4522,92.37,63.87,417697.14,288820.14,128877
Middle East and North Africa,France,Household,Online,L,07/25/2012,587554627,08/03/2012,4098,516.75,438.53,2117641.5,1797095.94,320545.56
Europe,UAE,Snacks,Online,H,03/26/2016,663202049,04/06/2016,11573,662.76,590.76,7670121.48,6836865.48,833256
Australia and Oceania,Germany,Household,Online,C,09/14/2016,799195786,10/12/2016,6284,600.41,414.23,3772976.44,2603021.32,1169955.12
Australia and Oceania,USA,Snacks,Online,C,10/21/2014,997661527,10/30/2014,4905,165.26,120.8,810600.3,592524,218076.3
Australia and Oceania,UAE,Personal Care,Online,M,12/15/2019,142823204,12/19/2019,9274,632.37,555.23,5864599.38,5149203.02,715396.36
North America,Germany,Household,Online,C,01/01/2012,238261556,01/20/2012,9918,231.06,151.53,2291653.08,1502874.54,788778.54
Central America and the Caribbean,Japan,Vegetables,Online,M,10/25/2022,162128413,11/22/2022,7150,42.13,36.4,301229.5,260260,40969.5
Sub-Saharan Africa,Mexico,Snacks,Online,M,05/28/2021,693511687,06/13/2021,9623,504.14,367.36,4851339.22,3535105.28,1316233.94
Central America and the Caribbean,USA,Meat,Offline,L,12/29/2014,538034175,01/16/2015,5080,660.98,550.11,3357778.4,2794558.8,563219.6
Middle East and North Africa,Germany,Vegetables,Online,C,09/21/2017,946448477,09/23/2017,8330,621.1,502.31,5173763,4184242.3,989520.7
Sub-Saharan Africa,USA,Personal Care,Offline,H,08/10/2020,709096201,08/22/2020,5804,126.83,100.76,736121.32,584811.04,151310.28
Asia,Brazil,Cosmetics,Offline,M,05/27/2021,474688245,06/05/2021,921,330.8,287.82,304666.8,265082.22,39584.58
Europe,Germany,Snacks,Online,C,02/06/2018,713773162,02/07/2018,1881,500.11,421.39,940706.91,792634.59,148072.32
Middle East and North Africa,Brazil,Vegetables,Online,C,08/05/2014,911093007,08/30/2014,9408,588.48,459.47,5536419.84,4322693.76,1213726.08
Sub-Saharan Africa,UAE,Clothes,Offline,M,11/26/2022,929527934,12/09/2022,7367,251.35,222.47,1851695.45,1638936.49,212758.96
North America,Germany,Vegetables,Offline,C,01/01/2011,371118310,01/22/2011,319,148.17,130.5,47266.23,41629.5,5636.73
Central America and the Caribbean,UAE,Clothes,Online,L,10/19/2010,460054610,10/22/2010,4634,296.46,231.01,1373795.64,1070500.34,303295.3
Australia and Oceania,Germany,Personal Care,Online,L,10/22/2017,663700599,11/08/2017,2212,617.53,396.65,1365976.36,877389.8,488586.56
Sub-Saharan Africa,Kenya,Cereal,Offline,L,05/25/2019,420430377,05/28/2019,569,685.49,491.92,390043.81,279902.48,110141.33
Sub-Saharan Africa,Kenya,Household,Offline,M,12/31/2012,536303855,01/28/2013,9979,257.84,214.28,2572985.36,2138300.12,434685.24
Asia,USA,Fruits,Online,H,02/06/2022,833634225,02/12/2022,836,321.02,241.6,268372.72,201977.6,66395.12
Central America and the Caribbean,USA,Beverages,Online,C,01/06/2013,477384426,02/03/2013,10400,273.23,226.08,2841592,2351232,490360
Australia and Oceania,Japan,Household,Offline,M,02/09/2017,151852274,03/02/2017,4651,286.26,254.79,1331395.26,1185028.29,146366.97
Australia and Oceania,Australia,Baby Food,Offline,M,10/09/2019,714018803,10/31/2019,5525,656.94,405.17,3629593.5,2238564.25,1391029.25
Australia and Oceania,Japan,Personal Care,Online,H,06/15/2014,952458342,07/07/2014,6381,270.97,242.32,1729059.57,1546243.92,182815.65
Europe,France,Clothes,Online,L,01/23/2013,968905210,01/24/2013,3040,213.8,157.38,649952,478435.2,171516.8
Central America and the Caribbean,Germany,Vegetables,Online,H,09/28/2013,154934709,10/21/2013,6100,330.51,215.99,2016111,1317539,698572
Central America and the Caribbean,France,Cereal,Online,L,04/14/2010,186565576,04/19/2010,4168,453.33,365.36,1889479.44,1522820.48,366658.96
Asia,Mexico,Vegetables,Online,L,04/03/2023,354994973,04/19/2023,6941,112.71,87.24,782320.11,605532.84,176787.27
Middle East and North Africa,USA,Clothes,Offline,H,12/08/2012,651079988,12/19/2012,8633,272.11,214.2,2349125.63,1849188.6,499937.03
Middle East and North Africa,USA,Office Supplies,Offline,H,09/11/2011,429711908,09/30/2011,8660,560.52,355.73,4854103.2,3080621.8,1773481.4
Sub-Saharan Africa,Brazil,Meat,Offline,H,07/03/2019,517198057,07/13/2019,9184,509.03,381.89,4674931.52,3507277.76,1167653.76
Asia,Australia,Household,Offline,M,07/08/2018,879405045,07/15/2018,9643,75.01,52.16,723321.43,502978.88,220342.55
Europe,Germany,Beverages,Offline,H,03/20/2022,283746380,03/22/2022,4081,359.3,256.21,1466303.3,1045593.01,420710.29
Sub-Saharan Africa,USA,Snacks,Online,C,05/19/2021,674973348,06/06/2021,3726,233.21,182.24,868940.46,679026.24,189914.22
Sub-Saharan Africa,Germany,Household,Offline,C,08/01/2010,867024245,08/03/2010,5357,354.32,231.69,1898092.24,1241163.33,656928.91
Sub-Saharan Africa,Brazil,Office Supplies,Offline,H,12/16/2016,446854031,12/24/2016,2126,177.75,157.76,377896.5,335397.76,42498.74
Asia,Germany,Cereal,Online,L,12/11/2022,285442690,01/04/2023,4852,106.7,85.49,517708.4,414797.48,102910.92
Europe,UAE,Meat,Online,C,05/06/2010,507930830,05/16/2010,2621,328.1,243.33,859950.1,637767.93,222182.17
Sub-Saharan Africa,Australia,Baby Food,Online,M,03/20/2015,614494002,04/01/2015,11450,346.01,249.97,3961814.5,2862156.5,1099658
Asia,Australia,Fruits,Online,C,05/19/2013,741356439,06/18/2013,10143,429.93,331.73,4360779.99,3364737.39,996042.6
Middle East and North Africa,Germany,Cereal,Offline,H,12/20/2022,688780311,01/19/2023,3321,95.94,69.82,318616.74,231872.22,86744.52
Europe,India,Vegetables,Offline,H,11/25/2011,426503025,12/21/2011,9683,419.31,334.39,4060178.73,3237898.37,822280.36
Middle East and North Africa,UAE,Snacks,Online,M,11/30/2010,403286348,12/08/2010,2070,65.36,43.7,135295.2,90459,44836.2
Sub-Saharan Africa,Mexico,Beverages,Offline,M,02/16/2021,886013093,02/18/2021,1660,532.16,472.33,883385.6,784067.8,99317.8
Sub-Saharan Africa,Kenya,Beverages,Online,L,11/19/2018,172550762,12/19/2018,10438,201.21,176.06,2100229.98,1837714.28,262515.7
Middle East and North Africa,Germany,Household,Online,C,08/19/2012,252363785,09/15/2012,2851,457.63,278.85,1304703.13,795001.35,509701.78
Europe,Mexico,Household,Offline,M,01/29/2012,667475015,02/10/2012,4772,613.19,516.81,2926142.68,2466217.32,459925.36
Asia,Mexico,Office Supplies,Online,M,03/19/2014,996240011,03/28/2014,8751,40.98,28.71,358615.98,251241.21,107374.77
Sub-Saharan Africa,India,Office Supplies,Online,C,07/29/2018,958595262,08/01/2018,9911,273.23,194.55,2707982.53,1928185.05,779797.48
North America,UAE,Office Supplies,Offline,M,02/28/2014,173391287,03/08/2014,2832,75.55,65.37,213957.6,185127.84,28829.76
Central America and the Caribbean,Mexico,Snacks,Offline,L,08/16/2019,863433013,08/17/2019,7613,44.58,31.74,339387.54,241636.62,97750.92
North America,UAE,Baby Food,Online,C,10/17/2014,157440715,10/19/2014,579,78.21,64.17,45283.59,37154.43,8129.16
Asia,Japan,Household,Offline,C,01/03/2016,364120644,01/18/2016,10130,317.79,263.2,3219212.7,2666216,552996.7
Central America and the Caribbean,UAE,Personal Care,Offline,H,06/27/2018,270560617,07/13/2018,8671,604.06,462.06,5237804.26,4006522.26,1231282
Middle East and North Africa,Kenya,Cosmetics,Online,C,07/08/2018,229316655,07/24/2018,9384,402.89,297.93,3780719.76,2795775.12,984944.64
Sub-Saharan Africa,Germany,Fruits,Online,C,11/29/2019,419889740,12/28/2019,3020,317.36,199.79,958427.2,603365.8,355061.4
North America,USA,Cosmetics,Online,M,03/18/2019,744446822,04/01/2019,712,309.71,197.18,220513.52,140392.16,80121.36
North America,Australia,Fruits,Online,H,05/23/2011,232876727,06/06/2011,9848,462.28,323.19,4552533.44,3182775.12,1369758.32
Europe,Germany,Meat,Offline,H,06/26/2021,651054337,06/29/2021,5281,519.16,353.8,2741683.96,1868417.8,873266.16
Asia,Kenya,Beverages,Offline,M,08/09/2011,135833109,08/18/2011,5485,263.09,236.75,1443048.65,1298573.75,144474.9
Central America and the Caribbean,UAE,Baby Food,Offline,C,01/25/2021,436273428,02/23/2021,11911,460.36,323.81,5483347.96,3856900.91,1626447.05
Australia and Oceania,Australia,Beverages,Offline,M,03/11/2011,285702452,03/18/2011,3738,314.65,190.59,1176161.7,712425.42,463736.28
Sub-Saharan Africa,Mexico,Clothes,Online,M,12/17/2014,737570425,01/09/2015,3022,244.13,182.47,737760.86,551424.34,186336.52
Sub-Saharan Africa,Brazil,Cosmetics,Online,M,08/07/2016,410918808,08/19/2016,6701,42.56,33.15,285194.56,222138.15,63056.41
Sub-Saharan Africa,India,Clothes,Online,L,11/28/2016,612144768,12/27/2016,5828,142.77,95.62,832063.56,557273.36,274790.2
Australia and Oceania,India,Personal Care,Offline,L,04/12/2012,889665560,04/18/2012,6921,380.26,312.82,2631779.46,2165027.22,466752.24
Sub-Saharan Africa,Japan,Clothes,Online,M,08/13/2014,283854542,08/22/2014,353,448.75,394.63,158408.75,139304.39,19104.36
North America,Japan,Baby Food,Online,H,02/27/2014,632188414,03/22/2014,4717,322.43,265.65,1520902.31,1253071.05,267831.26
Middle East and North Africa,Australia,Vegetables,Offline,M,12/16/2022,504445397,01/08/2023,2576,634.75,526.25,1635116,1355620,279496
North America,France,Cosmetics,Online,M,06/27/2014,731008107,07/06/2014,7255,590.93,434.18,4287197.15,3149975.9,1137221.25
North America,Brazil,Household,Online,H,07/24/2022,179496111,08/22/2022,2307,246.79,155.71,569344.53,359222.97,210121.56
Europe,Kenya,Snacks,Offline,L,07/26/2014,404315822,08/06/2014,5387,518.85,383.4,2795044.95,2065375.8,729669.15
North America,France,Cosmetics,Online,H,12/04/2019,795673884,12/08/2019,3898,76.39,54.7,297768.22,213220.6,84547.62
Sub-Saharan Africa,Germany,Clothes,Online,L,08/11/2014,887891984,08/16/2014,4753,171.06,153.31,813048.18,728682.43,84365.75
Central America and the Caribbean,UAE,Beverages,Offline,H,09/14/2016,951851102,10/09/2016,1170,336.26,243.78,393424.2,285222.6,108201.6
Asia,Brazil,Beverages,Offline,H,02/10/2010,867339337,02/24/2010,4810,164.91,103.01,793217.1,495478.1,297739
North America,Germany,Household,Offline,L,09/17/2019,453685623,10/14/2019,384,54.83,42.42,21054.72,16289.28,4765.44
Europe,Mexico,Baby Food,Online,L,03/02/2011,235622518,03/15/2011,2773,553.06,382.81,1533635.38,1061532.13,472103.25
Sub-Saharan Africa,UAE,Baby Food,Offline,C,10/03/2019,567031303,10/24/2019,11424,667.87,570.02,7629746.88,6511908.48,1117838.4
North America,USA,Meat,Online,L,05/11/2019,894864613,06/06/2019,110,352.06,267.53,38726.6,29428.3,9298.3
Australia and Oceania,India,Household,Online,C,08/04/2011,196193027,08/21/2011,9258,512.45,352.9,4744262.1,3267148.2,1477113.9
Australia and Oceania,USA,Beverages,Online,C,11/17/2013,611822634,12/13/2013,5092,445.52,350.2,2268587.84,1783218.4,485369.44
Central America and the Caribbean,Germany,Beverages,Online,L,01/29/2015,493978993,02/04/2015,506,633,446.41,320298,225883.46,94414.54
Sub-Saharan Africa,Mexico,Fruits,Online,M,04/06/2023,920387359,04/12/2023,5081,154.41,138.05,784557.21,701432.05,83125.16
Sub-Saharan Africa,USA,Vegetables,Offline,C,11/04/2015,476693875,11/22/2015,1637,444.42,374.8,727515.54,613547.6,113967.94
Middle East and North Africa,Germany,Fruits,Online,H,09/01/2023,714832017,09/03/2023,2634,244.89,212.78,645040.26,560462.52,84577.74
Asia,Germany,Household,Online,C,06/26/2017,112344239,07/21/2017,3731,605.71,457.5,2259904.01,1706932.5,552971.51
Central America and the Caribbean,USA,Beverages,Offline,L,11/10/2022,183308756,12/05/2022,6297,631.27,446.39,3975107.19,2810917.83,1164189.36
Europe,Japan,Meat,Online,C,08/23/2018,932966005,08/31/2018,9148,109.42,96.33,1000974.16,881226.84,119747.32
Sub-Saharan Africa,France,Fruits,Offline,M,09/10/2011,768894107,10/01/2011,2141,282,188.08,603762,402679.28,201082.72
North America,UAE,Fruits,Offline,M,09/03/2020,659701044,09/04/2020,5380,99.99,83.41,537946.2,448745.8,89200.4
Asia,India,Snacks,Offline,L,09/15/2012,776803916,10/14/2012,9278,205.17,138.1,1903567.26,1281291.8,622275.46
Central America and the Caribbean,Mexico,Clothes,Online,L,08/23/2016,383108520,08/29/2016,11517,495.94,355.22,5711740.98,4091068.74,1620672.24
North America,Japan,Office Supplies,Offline,H,04/11/2022,231679150,05/03/2022,9503,586.63,429.39,5574744.89,4080493.17,1494251.72
Middle East and North Africa,Japan,Cosmetics,Offline,L,05/17/2017,562169922,06/02/2017,11395,214.06,142.6,2439213.7,1624927,814286.7
Australia and Oceania,Mexico,Snacks,Online,M,06/04/2018,457152457,06/05/2018,8786,609.36,518.45,5353836.96,4555101.7,798735.26
Sub-Saharan Africa,India,Meat,Online,M,04/20/2018,429181675,05/03/2018,6512,513.67,456.76,3345019.04,2974421.12,370597.92
Asia,Mexico,Baby Food,Online,C,04/06/2022,409213267,04/18/2022,2466,200.07,120.85,493372.62,298016.1,195356.52
Sub-Saharan Africa,France,Beverages,Online,L,02/08/2015,353158503,03/10/2015,3455,538.29,466.14,1859791.95,1610513.7,249278.25
Asia,Japan,Snacks,Offline,C,12/31/2010,181695035,01/16/2011,9505,379.79,294.47,3609903.95,2798937.35,810966.6
Australia and Oceania,Germany,Vegetables,Offline,M,11/27/2017,362044650,12/27/2017,3855,472.11,318.73,1819984.05,1228704.15,591279.9
Australia and Oceania,Germany,Office Supplies,Offline,C,12/24/2021,757346054,01/20/2022,8153,470.43,306.03,3835415.79,2495062.59,1340353.2
Middle East and North Africa,UAE,Household,Online,M,07/20/2022,698432103,08/10/2022,9676,332.24,214,3214754.24,2070664,1144090.24
Asia,UAE,Cosmetics,Offline,L,03/05/2019,838845389,03/21/2019,10815,320.43,282.58,3465450.45,3056102.7,409347.75
Middle East and North Africa,Mexico,Vegetables,Online,C,10/26/2017,999213213,11/09/2017,6241,302.73,208.85,1889337.93,1303432.85,585905.08
Australia and Oceania,Australia,Fruits,Online,H,11/26/2017,812486603,12/15/2017,1074,104.18,67.07,111889.32,72033.18,39856.14
Sub-Saharan Africa,Mexico,Household,Offline,C,05/01/2012,553863498,05/22/2012,11616,605.38,476.08,7032094.08,5530145.28,1501948.8
Asia,France,Fruits,Online,L,06/02/2017,864855383,06/24/2017,11767,650.09,457.79,7649609.03,5386814.93,2262794.1
Central America and the Caribbean,India,Fruits,Offline,H,07/19/2010,115609956,08/13/2010,9967,413.17,369.49,4118065.39,3682706.83,435358.56
Middle East and North Africa,Germany,Fruits,Online,H,05/01/2010,762683739,05/21/2010,11280,287.57,238.26,3243789.6,2687572.8,556216.8
Central America and the Caribbean,Kenya,Meat,Online,L,08/10/2019,106851388,09/05/2019,2732,476.34,407.13,1301360.88,1112279.16,189081.72
North America,USA,Cosmetics,Online,L,09/16/2011,895313851,10/15/2011,8436,74.75,49,630591,413364,217227
Australia and Oceania,Germany,Cereal,Offline,M,12/05/2013,168746820,12/20/2013,9302,191,136.99,1776682,1274280.98,502401.02
Europe,Germany,Fruits,Online,M,09/12/2022,201533017,09/14/2022,2426,191.63,133.23,464894.38,323215.98,141678.4
Europe,USA,Vegetables,Online,M,08/23/2020,242289504,09/18/2020,3293,371.85,236.31,1224502.05,778168.83,446333.22
North America,Brazil,Household,Online,L,06/10/2021,623834607,06/30/2021,10841,307.56,274.66,3334257.96,2977589.06,356668.9
Australia and Oceania,Japan,Office Supplies,Offline,H,04/08/2015,768759112,04/22/2015,10382,536.09,418.27,5565686.38,4342479.14,1223207.24
Middle East and North Africa,Brazil,Clothes,Online,H,11/10/2012,390868668,11/30/2012,2932,496.01,337.84,1454301.32,990546.88,463754.44
Europe,Mexico,Cosmetics,Online,H,05/25/2014,797380310,06/06/2014,1091,248.5,203.13,271113.5,221614.83,49498.67
Sub-Saharan Africa,India,Personal Care,Online,H,07/22/2016,321879844,07/26/2016,8362,632.03,520.14,5285034.86,4349410.68,935624.18
Asia,Kenya,Beverages,Online,L,04/27/2011,662592849,05/11/2011,4076,390.6,305.6,1592085.6,1245625.6,346460
Central America and the Caribbean,France,Meat,Online,L,02/18/2016,260271427,02/25/2016,1551,314.78,225.68,488223.78,350029.68,138194.1
Sub-Saharan Africa,Mexico,Household,Offline,H,10/05/2017,564308188,10/08/2017,9325,307.79,255.65,2870141.75,2383936.25,486205.5
Sub-Saharan Africa,Kenya,Vegetables,Offline,M,12/08/2014,865974742,12/15/2014,4950,395.6,309.59,1958220,1532470.5,425749.5
North America,Brazil,Clothes,Offline,H,02/02/2012,975046409,02/11/2012,5280,16.45,11.43,86856,60350.4,26505.6
Middle East and North Africa,Germany,Baby Food,Online,L,11/17/2017,318775501,11/19/2017,5044,410.98,307.41,2072983.12,1550576.04,522407.08
Sub-Saharan Africa,Kenya,Office Supplies,Offline,M,07/20/2021,410440775,07/25/2021,8314,90.49,55.23,752333.86,459182.22,293151.64
Europe,Brazil,Personal Care,Offline,L,01/19/2010,181138941,02/04/2010,4521,413.11,310.31,1867670.31,1402911.51,464758.8
Central America and the Caribbean,UAE,Clothes,Offline,H,09/11/2016,124281172,10/06/2016,10257,592.17,405.27,6073887.69,4156854.39,1917033.3
Central America and the Caribbean,India,Fruits,Offline,L,05/25/2020,980570701,06/05/2020,11565,26.65,19.66,308207.25,227367.9,80839.35
Europe,Germany,Snacks,Online,M,06/23/2016,242221437,06/27/2016,9915,478.9,290.45,4748293.5,2879811.75,1868481.75
Europe,France,Clothes,Online,H,11/16/2015,591558532,11/18/2015,6166,237.44,158.72,1464055.04,978667.52,485387.52
Asia,UAE,Baby Food,Online,L,01/18/2018,436635283,01/19/2018,7675,559.98,410,4297846.5,3146750,1151096.5
Central America and the Caribbean,Kenya,Snacks,Offline,H,10/16/2018,724731466,10/21/2018,4754,552.83,379.47,2628153.82,1804000.38,824153.44
Australia and Oceania,Kenya,Vegetables,Offline,H,11/22/2012,685905586,12/20/2012,6179,697.38,584.13,4309111.02,3609339.27,699771.75
Sub-Saharan Africa,Germany,Personal Care,Offline,L,01/13/2016,860255043,02/07/2016,7905,246.99,176.02,1952455.95,1391438.1,561017.85
Middle East and North Africa,Australia,Vegetables,Online,H,04/23/2013,533249232,04/30/2013,10154,470.18,380.71,4774207.72,3865729.34,908478.38
North America,France,Baby Food,Offline,C,06/05/2016,158406004,06/23/2016,304,53.88,36.94,16379.52,11229.76,5149.76
Australia and Oceania,Japan,Personal Care,Online,M,03/18/2011,711698551,04/09/2011,10640,495.52,359.04,5272332.8,3820185.6,1452147.2
Central America and the Caribbean,Australia,Baby Food,Offline,H,07/12/2018,931825138,07/23/2018,4656,386.86,326.64,1801220.16,1520835.84,280384.32
North America,Australia,Vegetables,Online,M,08/16/2021,870773575,09/07/2021,9551,662.76,546.18,6330020.76,5216565.18,1113455.58
Europe,UAE,Vegetables,Online,M,08/08/2013,784848837,08/23/2013,10394,492.3,431.81,5116966.2,4488233.14,628733.06
